id,wiki_id,name,instance_of,ar,de,es,fr,it,ja
2955,Q773979,New Jerusalem Monastery,Eastern Orthodox monastery,,Kloster Neu-Jerusalem,Monasterio de la Nueva Jerusalén,monastère de la Nouvelle Jérusalem,Monastero Nuova Gerusalemme,
2956,Q105813956,Silk Sonic,musical duo,,Silk Sonic,Silk Sonic,Silk Sonic,Silk Sonic,シルク・ソニック
2957,Q8187769,economic activity,industry classification,نشاط اقتصادي,Wirtschaftstätigkeit,actividad económica,activité économique,attività economica,経済活動
2958,Q207945,Rila Monastery,monastery,دير ريلا,Kloster Rila,Monasterio de Rila,monastère de Rila,Monastero di Rila,リラ修道院
2959,Q3362039,Genoa cake,Christmas cake,كعكة جنوة,,Pandolce,pandolce,pandolce,ジェノバケーキ
2960,Q34497,Saint Helena,island,سانت هيلينا,St. Helena,Isla Santa Elena,Sainte-Hélène,Sant'Elena,セントヘレナ
2961,Q19794729,All About My Mom,television series,كل شيء عن أمي,,,,"Butakhae-yo, eomma",お願い、ママ
2962,Q3507302,Missale Romanum Glagolitice,incunable,,Missale Glagoliticum,,,,
2963,Q5456,Andes,mountain range,أنديز,Anden,Cordillera de Los Andes,cordillère des Andes,Ande,アンデス山脈
2964,Q1900106,Violin Concerto,musical work/composition,,,,Concerto pour violon,Concerto per violino,ヴァイオリン協奏曲
2965,Q25391,dune,aeolian landform,كثيب,Düne,duna,dune,duna,砂丘
2966,Q76409,Charles Bukowski,human,تشارلز بوكوفسكي,Charles Bukowski,Charles Bukowski,Charles Bukowski,Charles Bukowski,チャールズ・ブコウスキー
2967,Q1574587,King Abdullah I Mosque,mosque,مسجد الملك عبد الله الأول,König-Abdullah-Moschee,Mezquita del Rey Abdalá I,,Moschea re Abdullah I,
2968,Q3320377,Mirozhsky Monastery,architectural ensemble,دير ميروزكي,,Monasterio del Mirozha,monastère de la Miroja,,
2969,Q662051,solar storm of 1859,coronal mass ejection,,Carrington-Ereignis,tormenta solar de 1859,éruption solaire de 1859,Evento di Carrington,1859年の太陽嵐
2970,Q7758255,The Prince Who Turns into a Frog,television program,,The Prince Who Turns into a Frog,,The Prince Who Turns into a Frog,Wángzǐ biàn qīngwā,カエルになった王子様
2971,Q1681449,Jamkaran Mosque,mosque,مسجد جمكران,Jamkaran-Moschee,Mezquita Jamkaran,mosquée de Jamkaran,Moschea Jamkaran,ジャムカラーン
2972,Q59381180,Julián Álvarez,human,جولييان ألفاريز,Julián Álvarez,Julián Alvarez,Julián Álvarez,Julián Álvarez,フリアン・アルバレス
2973,Q1055785,Kamisama no Karute,film,,Kamisama no karute,In His Chart,,,神様のカルテ
2974,Q753519,Holidays of Love,television series,,Saint Martin – Abenteuer unter Palmen,,Les Vacances de l'amour,Les vacances de l'amour,
2975,Q798610,Et'hem Bey Mosque,mosque,مسجد أدهم باي,Et’hem-Bey-Moschee,Mezquita de Et'hem Bey,mosquée Et'Hem Bey,moschea Ethem Bey,ジャーミア・エトヘム・ベウト
2976,Q1147121,The Devil's Dictionary,literary work,قاموس الشيطان,Des Teufels Wörterbuch,Diccionario del Diablo,Dictionnaire du Diable,Dizionario del Diavolo,悪魔の辞典
2977,Q978952,Prospero,theatrical character,,Prospero,Próspero,Prospero,Prospero,プロスペロ
2978,Q64169,"Ernest Augustus II, Duke of Saxe-Weimar-Eisenach",human,,Ernst August II.,Ernesto Augusto II de Sajonia-Weimar-Eisenach,Ernest-Auguste II de Saxe-Weimar-Eisenach,Ernesto Augusto II di Sassonia-Weimar-Eisenach,エルンスト・アウグスト2世
2979,Q2164310,State of Fear,literary work,,Welt in Angst,Estado de miedo,État d'urgence,Stato di paura,恐怖の存在
2980,Q416646,Akbar's Tomb,mausoleum,ضريح جلال الدين أكبر,Akbar-Mausoleum,Tumba de Akbar,mausolée d'Akbar,tomba di Akbar,アクバル廟
2981,Q131635,Book of Ezra,religious text,سفر عزرا,Esra,Libro de Esdras,Livre d'Esdras,Libro di Esdra,エズラ記
2982,Q2769345,Fool's Errand,literary work,,,,Le Prophète blanc / La Secte maudite,Il risveglio dell'assassino,
2983,Q2685,Arnold Schwarzenegger,human,أرنولد شوارزنيجر,Arnold Schwarzenegger,Arnold Schwarzenegger,Arnold Schwarzenegger,Arnold Schwarzenegger,アーノルド・シュワルツェネッガー
2984,Q1281985,Armenian Cathedral of the Holy Cross,monastery,,Kirche zum Heiligen Kreuz,Catedral Armenia de la Santa Cruz,Sainte-Croix d'Aghtamar,,聖十字大聖堂 (アグタマル)
2985,Q527037,Mikhail Speransky,human,ميخائيل سبيرانسكي,Michail Michailowitsch Speranski,Mijaíl Speranski,Mikhaïl Mikhaïlovitch Speranski,Michail Michajlovič Speranskij,ミハイル・スペランスキー
2986,Q3012177,Noah's Ark,film,,Das Drama der Sintflut,El arca de Noé,L'Arche de Noé,L'arca di Noè,
2987,Q3282152,The Witches,film,,Der Teufel tanzt um Mitternacht,Las brujas,Pacte avec le diable,Creatura del diavolo,
2988,Q874492,"Flow My Tears, the Policeman Said",literary work,,Eine andere Welt,"Fluyan mis lágrimas, dijo el policía","Coulez mes larmes, dit le policier","Scorrete lacrime, disse il poliziotto",流れよ我が涙、と警官は言った
2989,Q5160642,Congregation Emanu-El,synagogue,,Temple Emanu-El (San Francisco),Congregación Emanu-El de San Francisco,,,
2990,Q236278,Tonya Harding,human,تونيا هاردينغ,Tonya Harding,Tonya Harding,Tonya Harding,Tonya Harding,トーニャ・ハーディング
2991,Q5308944,"Drugs, Inc.",television series,,Drogen im Visier,El negocio de la droga,Inside : Les réseaux de la drogue,L'impero della droga,世界の麻薬産業
2992,Q1855222,Junior Woodchucks' Guidebook and Reservoir of Inexhaustible Knowledge,fictional book,,Das Schlaue Buch,,Manuel des Castors Juniors,Manuale delle Giovani Marmotte,
2993,Q4833324,Añejo cheese,food,,,Queso añejo,,,
2994,Q3232351,The Rain Children,animated film,,,Los chicos de la lluvia,Les Enfants de la pluie,I figli della pioggia,
2995,Q464004,Great Smoky Mountains National Park,National Park of the United States,حديقة جبال غريت سموكي الوطنية,Great-Smoky-Mountains-Nationalpark,Parque nacional de las Grandes Montañas Humeantes,parc national des Great Smoky Mountains,Parco nazionale delle Great Smoky Mountains,グレート・スモーキー山脈国立公園
2996,Q4803574,Asaph the Jew,human,آساف اليهودي,Asaf Judaeus,Asaf el Judío,Assaf Harofe,,
2997,Q2362883,Howling VI: The Freaks,film,,Final Attack,Aullidos 6,Hurlements 6,Howling VI - Mostriciattoli,ハウリングVI 突然変異体
2998,Q6197119,Jim Nantz,human,,Jim Nantz,Jim Nantz,Jim Nantz,Jim Nantz,ジム・ナンツ
2999,Q632014,Mid-Atlantic,U.S. region,إقليم الأطلسي الأوسط,Mittelatlantikstaaten,Atlántico Medio de Estados Unidos,Mid-Atlantic,Stati del Medio Atlantico,アメリカ合衆国中部大西洋岸
3000,Q387157,Rocket Mortgage FieldHouse,arena,صاروخ حقل الرهن العقاري,Rocket Mortgage FieldHouse,Rocket Mortgage FieldHouse,Rocket Mortgage FieldHouse,Rocket Mortgage FieldHouse,ロケット・モーゲージ・フィールドハウス
3001,Q192218,Ted Bundy,human,تيد بندي,Ted Bundy,Ted Bundy,Ted Bundy,Ted Bundy,テッド・バンディ
3002,Q34038,waterfall,natural geographic object,شلال,Wasserfall,cascada,chute d'eau,cascata,滝
3003,Q12280,bridge,thoroughfare,جسر,Brücke,puente,pont,ponte,橋
3004,Q165068,The Tales of Beedle the Bard,literary work,حكايات بيدل الشاعر,Die Märchen von Beedle dem Barden,Los cuentos de Beedle el Bardo,Les Contes de Beedle le barde,Le fiabe di Beda il Bardo,吟遊詩人ビードルの物語
3005,Q1200984,Canons of Dort,rule,,Lehrregeln von Dordrecht,,Canons de Dordrecht,Canoni di Dordrecht,ドルト信仰基準
3006,Q1140026,Azadi Tower,tower,برج آزادي,Freiheitsturm,Torre Azadi,tour Azadi,Torre Azadi,アーザーディー・タワー
3007,Q1090244,The World Jones Made,literary work,,Geheimprojekt Venus,El mundo que Jones creó,Les Chaînes de l'avenir,Il mondo che Jones creò,ジョーンズの世界
3008,Q2084001,Gauntlet Dark Legacy,video game,,Gauntlet: Dark Legacy,,Gauntlet: Dark Legacy,Gauntlet Dark Legacy,
3009,Q41117,Kim Il-sung,human,كم إل سونغ,Kim Il-sung,Kim Il-sung,Kim Il-sung,Kim Il-sung,金日成
3010,Q1146552,Point Break,film,نقطة فاصلة,Gefährliche Brandung,Point Break,Point Break,Point Break - Punto di rottura,ハートブルー
3011,Q3395402,Strange Pilgrims,book,,Zwölf Geschichten aus der Fremde,Doce cuentos peregrinos,Douze contes vagabonds,,
3012,Q2363645,music of Serbia,music by country or region,,Musik in Serbien,música de Serbia,musique serbe,Musica serba,セルビアの音楽
3013,Q721,"Life, the Universe and Everything",literary work,الحياة والكون وكل شيء,"Das Leben, das Universum und der ganze Rest","La vida, el universo y todo lo demás","La Vie, l'Univers et le Reste","La vita, l'universo e tutto quanto",人生、宇宙、すべての答え
3014,Q212746,Anglo-Saxon Chronicle,literary work,الوقائع الأنجلوسكسونية,Angelsächsische Chronik,Crónica anglosajona,Chronique anglo-saxonne,Cronaca anglosassone,アングロサクソン年代記
3015,Q41,Greece,sovereign state,اليونان,Griechenland,Grecia,Grèce,Grecia,ギリシャ
3016,Q712328,Theodoros of Cyrene,human,ثيودورس القوريني,Theodoros von Kyrene,Teodoro de Cirene,Théodore de Cyrène,Teodoro di Cirene,キュレネのテオドロス
3017,Q4376914,"Prelude and Fugue in A minor, BWV 543",musical work/composition,,"Präludium und Fuge a-Moll, BWV 543","Preludio y fuga en la menor, BWV 543",Prélude et fugue en la mineur,"Preludio e fuga in la minore, BWV 543",
3018,Q773450,Mastino II della Scala,human,ماستينو الثاني ديلا سكالا,Mastino II. della Scala,Mastino II della Scala,Mastino II della Scala,Mastino II della Scala,
3019,Q232170,Two for the Road,film,,Zwei auf gleichem Weg,Dos en la carretera,Voyage à deux,Due per la strada,いつも2人で
3020,Q160071,Twilight,film,الشفق,Twilight – Bis(s) zum Morgengrauen,Crepúsculo,"Twilight, chapitre I : Fascination",Twilight,トワイライト〜初恋〜
3021,Q506661,Conspiracy Theory,film,نظرية المؤامرة,Fletcher’s Visionen,Conspiración,Complots,Ipotesi di complotto,陰謀のセオリー
3022,Q246530,Symphony No. 6,musical work/composition,,6. Sinfonie,Sinfonía n.º 6,Symphonie nº 6 de Chostakovitch,Sinfonia n. 6,交響曲第6番 (ショスタコーヴィチ)
3023,Q1322423,Chelyabinsk Airport,airport,,Flughafen Tscheljabinsk,,aéroport de Tcheliabinsk,Aeroporto di Čeljabinsk,チェリャビンスク空港
3024,Q492908,Snowpiercer,film,محطم الثلج,Snowpiercer,Snowpiercer,"Snowpiercer, le Transperceneige",Snowpiercer,スノーピアサー
3025,Q230480,The Heavenly Kid,film,,Zurück aus der Vergangenheit,Chico celestial,Le Garçon qui venait du ciel,Passaggio per il paradiso,
3026,Q2655574,The Dying Earth,literary work,,,La Tierra moribunda,Un monde magique,,終末期の赤い地球
3027,Q1090816,Five Golden Dragons,film,,Die Pagode zum fünften Schrecken,Cinco dragones de oro,Five Golden Dragons,I cinque draghi d'oro,
3028,Q2891859,types of chocolate,classification scheme,أنواع الشوكولاتة,,tipos de chocolate,,,チョコレートの種類
3029,Q839596,The Count of Monte Cristo,film,كونت مونتي كريستو,Monte Cristo,El conde de Montecristo,La Vengeance de Monte-Cristo,Montecristo,モンテ・クリスト伯
3030,Q1701323,John Parke Custis,human,,John Parke Custis,John Parke Custis,John Parke Custis,John Parke Custis,ジョン・パーク・カスティス
3031,Q4731384,Allegorical representations of Argentina,allegory,التمثيلات الاستعارية للأرجنتين,,Representaciones alegóricas de la Argentina,,,アルゼンチンの擬人化
3032,Q3825285,Vulcan nerve pinch,fictional martial arts,,Vulkanischer Nackengriff,Pellizco vulcano,,,バルカンつかみ
3033,Q270785,Symphony No. 8,musical work/composition,السمفونية الثامنة,8. Sinfonie,Sinfonía n.º 8,Symphonie nº 8 de Beethoven,Sinfonia n. 8,交響曲第8番
3034,Q897800,Negative Zone,fictional dimension,,,Zona negativa,Zone négative,Zona negativa,ネガティヴ・ゾーン
3035,Q6747617,Manchow soup,soup,,,Sopa manchow,,,マンチョウスープ
3036,Q1368382,In Praise of Shadows,written work,,Lob des Schattens,El elogio de la sombra,Éloge de l'ombre,Libro d'ombra,陰翳礼讃
3037,Q228,Andorra,country,أندورا,Andorra,Andorra,Andorre,Andorra,アンドラ
3038,Q4463578,Trinity Monastery,monastery,,Dreifaltigkeitskloster,Monasterio de la Trinidad,,Monastero della Trinità-Illins'kyj,
3039,Q844290,Sainte-Marie among the Hurons,mission station,,Sainte-Marie-au-pays-des-Hurons,,Sainte-Marie-au-pays-des-Hurons,,
3040,Q25693190,The Duelist,film,المُبارز,Der Duellist,Duelyant,Le Duelliste,Duėljant,
3041,Q1068734,HAL Laboratory,video game developer,هال لابوراتوري,HAL Laboratory,HAL Laboratory,HAL Laboratory,HAL Laboratory,ハル研究所
3042,Q9609822,Mango Yellow,film,,,Amarillo mango,,,
3043,Q264766,Theresa May,human,تيريزا ماي,Theresa May,Theresa May,Theresa May,Theresa May,テリーザ・メイ
3044,Q7742,Louis XIV of France,human,لويس الرابع عشر,Ludwig XIV.,Luis XIV,Louis XIV,Luigi XIV di Francia,ルイ14世
3045,Q50319269,The Skin of the Wolf,film,,Die Haut des Wolfes,Bajo la piel del lobo,,Sotto la pelle del lupo,
3046,Q72334,Toni Morrison,human,توني موريسون,Toni Morrison,Toni Morrison,Toni Morrison,Toni Morrison,トニ・モリスン
3047,Q35657,U.S. state,designation for an administrative territorial entity of a single country,ولاية الولايات المتحدة,Bundesstaat der Vereinigten Staaten,Estado de los Estados Unidos,État des États-Unis,Stato federato degli Stati Uniti d'America,アメリカ合衆国の州
3048,Q334704,Orkhon inscriptions,stele,كتابات أورخون,Orchon-Runen,Inscripciones de Orjón,Inscriptions de l'Orkhon,Iscrizioni dell'Orkhon,突厥碑文
3049,Q15635278,Very Good Times,television series,ايام رائعة,Cham Joheun Sijeol,,,Cham joh-eun sijeol,本当に良い時代
3050,Q682191,My Favorite Martian,film,,Der Onkel vom Mars,Mi marciano favorito,Mon martien favori,Martin il marziano,ブラボー火星人2000
3051,Q1429644,The Story of the Little Mole Who Knew It Was None of His Business,literary work,,"Vom kleinen Maulwurf, der wissen wollte, wer ihm auf den Kopf gemacht hat",,De la petite taupe qui voulait savoir qui lui avait fait sur la tête,,うんちしたのはだれよ!
3052,Q54835840,Just Lucy,human,,Lucy Cat,Lucy Cat,,,
3053,Q1322487,The Bush Baby,anime television series,زهرة البراري,Buschbabies – Im Land der wilden Tiere,Jackie y su mascota,Jackie dans la savane,Le voci della savana,大草原の小さな天使 ブッシュベイビー
3054,Q129240,His Dark Materials,novel series,مواده المظلمة,His Dark Materials,La materia oscura,À la croisée des mondes,Queste oscure materie,ライラの冒険
3055,Q51416,Men in Black,film,رجال بذات السوداء,Men in Black,Men in Black,Men in Black,Men in Black,メン・イン・ブラック
3056,Q2276028,The Ballad of Big Al,television film,,Die Geschichte von Big Al,,L'Incroyable aventure de Big Al,La ballata di Big Al,伝説の恐竜ビッグ・アル
3057,Q11696,President of the United States,elective office,رئيس الولايات المتحدة,Präsident der Vereinigten Staaten,presidente de los Estados Unidos,président des États-Unis,presidente degli Stati Uniti d'America,アメリカ合衆国大統領
3058,Q170534,Hercule Poirot,fictional human,هرقل بوارو,Hercule Poirot,Hércules Poirot,Hercule Poirot,Hercule Poirot,エルキュール・ポアロ
3059,Q519009,Messenger of Death,film,,Das Gesetz ist der Tod,Mensajero de la muerte,Le Messager de la mort,Messaggio di morte,メッセンジャー・オブ・デス
3060,Q1396867,Miljenko Matijevic,human,,Michael Matijevic,Michael Matijevic,Michael Matijevic,Michael Matijevic,マイク・マティアビッチ
3061,Q20875,Edward VII,human,إدوارد السابع ملك المملكة المتحدة,Eduard VII.,Eduardo VII,Édouard VII,Edoardo VII del Regno Unito,エドワード7世
