source,target
,
United States,États-Unis
US,États-Unis
U.S.*|*United States*|*Vietnam*|*Vietnam,États-Unis*|*États-Unis*|*Viêt Nam*|*Viêt Nam
,
United States*|*White House,États-Unis*|*Maison-Blanche
United States,États-Unis
United States*|*US,États-Unis*|*États-Unis
United States,États-Unis
United States,États-Unis
,
United States,États-Unis
US*|*California,États-Unis*|*Californie
US,États-Unis
American Samoa,Samoa américaines
Northern Mariana Islands,îles Mariannes du Nord
United States,États-Unis
Japan,Honshū
,
,
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
African-American,Afro-Américains
United States,États-Unis
African American*|*US Supreme Court,Afro-Américains*|*Cour suprême des États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
African American,Afro-Américains
House of Representatives,Chambre des représentants
,
African American,Afro-Américains
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
USA,États-Unis
African-American,Afro-Américains
United States,États-Unis
Republican Party,Parti républicain
Thomas Jefferson*|*US,Thomas Jefferson*|*États-Unis
New York,New York
US,États-Unis
United States,États-Unis
United States Supreme Court,Cour suprême des États-Unis
United States Supreme Court,Cour suprême des États-Unis
America,États-Unis
Kamala Harris*|*America,Kamala Harris*|*États-Unis
America,États-Unis
California,Californie
Hispanic*|*United States,hispanique*|*États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
,
African American*|*U.S.,Afro-Américains*|*États-Unis
U.S. Supreme Court,Cour suprême des États-Unis
U.S. Congress,Congrès des États-Unis
United States,États-Unis
United States,États-Unis
,
House,Chambre des représentants
House of Representatives,Chambre des représentants
,
UK,Royaume-Uni
U.S.,États-Unis
California,Californie
U.S.,États-Unis
United States,États-Unis
United States,États-Unis
House,Chambre des représentants
U.S.*|*Virginia,États-Unis*|*Virginie
U.S.,États-Unis
Africa,Afrique
Africa,Afrique
White House*|*US,Maison-Blanche*|*États-Unis
House of Representatives,Chambre des représentants
US,États-Unis
US,États-Unis
,
US,États-Unis
USA,États-Unis
USA,États-Unis
US*|*United States,États-Unis*|*États-Unis
United States,États-Unis
House,Chambre des représentants
United States,États-Unis
,
United States,États-Unis
United States,États-Unis
House,Chambre des représentants
United States,États-Unis
,
,
United States,États-Unis
Russia,Empire russe
West Virginia,Virginie-Occidentale
Hawaii,royaume d'Hawaï
South Carolina,Caroline du Sud
United States*|*United States,États-Unis*|*États-Unis
Russia,Empire russe
James Garfield*|*United States,James Abram Garfield*|*États-Unis
Obama*|*US,Barack Obama*|*États-Unis
USA,États-Unis
Hawaii*|*USA,royaume d'Hawaï*|*États-Unis
U.S.,États-Unis
Joe Biden*|*U.S.,Joe Biden*|*États-Unis
Mexico,Mexico
Cambodia,Cambodge
Korea,Corée
Japan,Honshū
U.S.,États-Unis
Russia,Empire russe
North Korea,Corée du Nord
,
Jordan,Jordanie
Germany,Allemagne
Australia,continent australien
Berlin Wall,Mur de Berlin
,
,
United States,États-Unis
Hawaiian,hawaïen
George Washington*|*United States,George Washington*|*États-Unis
Otto von Bismarck*|*Germany,Otto von Bismarck*|*Allemagne
Boris Johnson*|*Conservative Party,Boris Johnson*|*Parti conservateur
Colombia,Colombie
Donald Trump*|*U.S.,nan*|*États-Unis
George W. Bush*|*United States,George W. Bush*|*États-Unis
Michigan,lac Michigan
UK*|*House of Commons*|*House of Lords,Royaume-Uni*|*chambre des communes*|*chambre des lords
Jacinda Ardern*|*New Zealand,Jacinda Ardern*|*Nouvelle-Zélande
Rick Santorum*|*United States*|*Senate*|*Pennsylvania,Rick Santorum*|*États-Unis*|*Sénat des États-Unis*|*Pennsylvanie
United States,États-Unis
Israel*|*US,Jacob*|*États-Unis
Republican Party*|*Senate,Parti républicain*|*Sénat des États-Unis
Japanese,Japonais
U.S.,États-Unis
United States,États-Unis
US,États-Unis
U.S.,États-Unis
United States,États-Unis
US,États-Unis
Greece,Grèce antique
California*|*Democrat,Californie*|*Parti démocrate
X-COM: Terror from the Deep*|*X-COM: Interceptor,X-COM: Terror from the Deep*|*X-COM: Interceptor
Assassin's Creed,Assassin's Creed
Luigi's Mansion*|*GameCube,Luigi's Mansion*|*GameCube
Don't Starve,Don't Starve
Assassin's Creed,Assassin's Creed
Assassin's Creed Syndicate,Assassin's Creed Syndicate
Star Wars Jedi: Fallen Order*|*Star Wars Battlefront II,Star Wars Jedi: Fallen Order*|*Star Wars: Battlefront II
Team Fortress 2*|*Halo: Combat Evolved,Team Fortress 2*|*Halo: Combat Evolved
Halo: Combat Evolved,Halo: Combat Evolved
North America*|*NES*|*Super Nintendo,Amérique du Nord*|*Nintendo Entertainment System*|*Super Nintendo Entertainment System
Call of Duty: Black Ops*|*Call of Duty: Advanced Warfare,Call of Duty: Black Ops*|*Call of Duty : Advanced Warfare
,
Pokémon*|*Pokémon Red*|*Pokémon Blue,Cycle 8 de Pokémon*|*Pokémon Rouge*|*Pokémon Bleu
World of Warcraft: Wrath of the Lich King,World of Warcraft: Wrath of the Lich King
Assassin's Creed III,Assassin's Creed III
Street Fighter II: The World Warrior,Street Fighter II : The World Warrior
Marvel vs. Capcom 2: New Age of Heroes,Marvel vs. Capcom 2: New Age of Heroes
Marvel vs. Capcom 3: Fate of Two Worlds,Marvel vs. Capcom 3 : Fate of Two Worlds
Marvel vs. Capcom: Infinite,Marvel vs. Capcom: Infinite
Halo: Combat Evolved,Halo: Combat Evolved
Resident Evil*|*Tomb Raider,Resident Evil*|*Tomb Raider
Pac-Man,Pac-Man
Star Wars: Knights of the Old Republic*|*Xbox,Star Wars: Knights of the Old Republic*|*Xbox
Halo*|*Arbiter,Halo: Combat Evolved*|*Arbiter
Pokémon Blue,Pokémon Bleu
Animal Crossing: New Leaf,Animal Crossing : New Leaf
Assassin's Creed,Assassin's Creed
God of War*|*PS2*|*US,God of War*|*PlayStation 2*|*États-Unis
Dragon Age: Origins,Dragon Age: Origins
Assassin's Creed,Assassin's Creed
Call of Duty: Black Ops,Call of Duty: Black Ops
The Sims,Les Sims
Zelda,Princesse Zelda
The Sims,Les Sims
The Sims,Les Sims
,
,
,
North America,Amérique du Nord
Smash Bros*|*Princess Peach,Super Smash Bros.*|*Princesse Peach
Halo*|*Martin O'Donnell,Halo: Combat Evolved*|*Martin O'Donnell
Assassin's Creed,Assassin's Creed
Assassin's Creed*|*Xbox,Assassin's Creed*|*Xbox
Assassin's Creed,Assassin's Creed
North America,Amérique du Nord
Mario*|*Mushroom Kingdom,Mario*|*Royaume Champignon
Mario Kart*|*Rosalina,Mario Kart*|*Harmonie
Mario*|*Princess Peach,Mario*|*Princesse Peach
Call of Duty: Modern Warfare*|*Wii,Call of Duty 4: Modern Warfare*|*Wii
Assassin's Creed,Assassin's Creed
Namco*|*Japan,Namco*|*Honshū
US,États-Unis
Star Wars*|*Darth Malak,"Star Wars, épisode IV : Un nouvel espoir*|*Dark Malak"
Assassin's Creed*|*Vikings,Assassin's Creed*|*Vikings du Minnesota
Assassin's Creed*|*Peloponnesian War,Assassin's Creed*|*guerre du Péloponnèse
Assassin's Creed*|*Ancient Egypt,Assassin's Creed*|*Égypte antique
Madden NFL,Madden NFL
North America,Amérique du Nord
Resident Evil*|*Raccoon City,Resident Evil*|*Raccoon City
Battlefield*|*World War I,Battlefield*|*Première Guerre mondiale
Mario*|*Isle Delfino,Mario*|*Île Delfino
Zelda*|*Game Boy Color,Princesse Zelda*|*Game Boy Color
,
,
Todd Williams*|*Detroit: Become Human,Todd Williams*|*Detroit : Become Human
American*|*The Legend of Zelda,Américains*|*The Legend of Zelda
Assassin's Creed,Assassin's Creed
Peach,Princesse Peach
,
Until Dawn,Until Dawn
Call of Duty: Advanced Warfare,Call of Duty : Advanced Warfare
Assassin's Creed,Assassin's Creed
Assassin's Creed,Assassin's Creed
Assassin's Creed*|*PlayStation 5*|*Europe,Assassin's Creed*|*PlayStation 5*|*Union européenne
Assassin's Creed,Assassin's Creed
Assassin's Creed Odyssey,Assassin's Creed Odyssey
,
Splatoon,Splatoon
Assassin's Creed*|*Layla Hassan,Assassin's Creed*|*nan
Pokémon*|*US,Cycle 8 de Pokémon*|*États-Unis
Mario*|*Princess Peach,Mario*|*Princesse Peach
The Sims,Les Sims
Assassin's Creed,Assassin's Creed
The Witcher 3: Wild Hunt,The Witcher 3 : Wild Hunt
,
Super Smash Bros*|*Ganondorf,Super Smash Bros.*|*Ganondorf
Spider-Man*|*PS5,Spider-Man*|*PlayStation 5
Smash Bros*|*Princess Peach,Super Smash Bros.*|*Princesse Peach
Castlevania*|*Game Boy Advance,Castlevania*|*Game Boy Advance
The Sims 4,Les Sims 4
The Sims 4,Les Sims 4
The Sims 4,Les Sims 4
The Sims 3,Les Sims 3
The Sims 3,Les Sims 3
Mario,Mario
,
,
Pokémon,Cycle 8 de Pokémon
Mario*|*SNES,Mario*|*Super Nintendo Entertainment System
Final Fantasy*|*US,Final Fantasy*|*États-Unis
,
,
,
,
Assassin's Creed,Assassin's Creed
,
,
,
,
,
,
,
,
Super Smash Bros,Super Smash Bros.
,
,
,
,
,
,
Pokémon*|*Pokémon Blue,Cycle 8 de Pokémon*|*Pokémon Bleu
,
Pac-Man,Pac-Man
Zelda*|*The Legend of Zelda: A Link to the Past,Princesse Zelda*|*The Legend of Zelda: A Link to the Past
Call of Duty*|*WW I,Call of Duty*|*Première Guerre mondiale
Ubisoft*|*Tom Clancy,Ubisoft*|*Tom Clancy
,
League of Legends,League of Legends
Megaman,Mega Man
Sonic*|*Yasushi Yamaguchi,Sonic the Hedgehog*|*nan
Neo Cortex*|*Crash Bandicoot,Docteur Neo Cortex*|*Crash Bandicoot
Bethesda Game Studios*|*Fallout: New Vegas,Bethesda Game Studios*|*Fallout: New Vegas
Link,Link
US Civil War*|*Hundred Years War,guerre de Sécession*|*guerre de Cent Ans
Ottoman Empire,Empire ottoman
Ethiopian Empire*|*Khmer Empire,Empire éthiopien*|*Empire khmer
Chinese,chinois
POTUS*|*JFK*|*Theodore Roosevelt,président des États-Unis*|*John Fitzgerald Kennedy*|*Theodore Roosevelt
Canada*|*Great Britain,Canada*|*Royaume-Uni
England*|*Sweden,royaume d'Angleterre*|*Suède
US*|*Theodore Roosevelt*|*Franklin Delano Roosevelt,États-Unis*|*Theodore Roosevelt*|*Franklin Delano Roosevelt
Korean War*|*Vietnam War,guerre de Corée*|*guerre du Viêt Nam
George VI*|*Elizabeth II,George VI*|*Élisabeth II
America*|*World War II*|*Japanese,États-Unis*|*Seconde Guerre mondiale*|*Japonais
Elizabeth I*|*Victoria,Élisabeth Ire*|*Victoria
Great Wall of China,Grande Muraille
Iraq*|*Vietnam,Irak*|*Viêt Nam
George II*|*George I,Georges II*|*Georges Ier de Grèce
Vietnam War*|*Civil War,guerre du Viêt Nam*|*guerre de Sécession
Henry VIII,Henri VIII
Cleopatra*|*King Tut,Cléopâtre*|*Toutânkhamon
Ottoman Empire*|*British Empire,Empire ottoman*|*Empire britannique
Civil War*|*World War II,guerre de Sécession*|*Seconde Guerre mondiale
Great Wall of China,Grande Muraille
Parthenon,Parthénon
American Revolution*|*French Revolution,révolution américaine*|*Révolution française
Britain*|*Julius Caesar*|*Normandy,Royaume-Uni*|*Jules César*|*Normandie
Hawaii*|*Alaska,royaume d'Hawaï*|*Alaska
Crimean War,guerre de Crimée
American Civil War*|*Union*|*Confederacy,guerre de Sécession*|*Union*|*États confédérés d'Amérique
American Civil War*|*Battle of Gettysburg*|*Battle of Nashville,guerre de Sécession*|*bataille de Gettysburg*|*bataille de Nashville
US Supreme Court*|*Sonia Sotomayor*|*Elena Kagan,Cour suprême des États-Unis*|*Sonia Sotomayor*|*Elena Kagan
American Civil War*|*Virginia*|*Missouri,guerre de Sécession*|*Virginie*|*rivière Missouri
Summer Olympics*|*Italy*|*Romania,Jeux olympiques d’été*|*Italie*|*Roumanie
King Tut*|*Alexander the Great,Toutânkhamon*|*Alexandre le Grand
Caesar Augustus*|*Julius Caesar,Auguste*|*Jules César
Nefertiti*|*Meketaten*|*Setepenre,Néfertiti*|*Mâkhétaton*|*Sétepenrê
Henry VIII,Henri VIII
US Civil War*|*World War II,guerre de Sécession*|*Seconde Guerre mondiale
Elizabeth II*|*Victoria,Élisabeth II*|*Victoria
War of 1812*|*World War II,guerre anglo-américaine de 1812*|*Seconde Guerre mondiale
Aztecs,aztèque
Mayans*|*B.C.,civilisation maya*|*Colombie-Britannique
Edward V*|*England*|*Richard III*|*England,Édouard V*|*royaume d'Angleterre*|*Richard III*|*royaume d'Angleterre
Vietnam War*|*Korean War,guerre du Viêt Nam*|*guerre de Corée
United States*|*India,États-Unis*|*Inde
OPEC,Organisation des pays exportateurs de pétrole
French*|*Jacques Chirac,français*|*Jacques Chirac
Russia*|*Alexander II*|*Alexander III,Empire russe*|*Alexandre II*|*Alexandre le Grand
UK*|*Elizabeth I*|*Elizabeth II,Royaume-Uni*|*Élisabeth Ire*|*Élisabeth II
Egypt*|*Cleopatra*|*Pepi II,Égypte*|*Cléopâtre*|*Pépi II
World War I,Première Guerre mondiale
England,royaume d'Angleterre
Greece*|*Sparta*|*Athens,Grèce antique*|*Sparte*|*Athènes
French Revolution*|*Industrial Revolution,Révolution française*|*Révolution industrielle
Vietnam War*|*Korean War,guerre du Viêt Nam*|*guerre de Corée
Buddhism*|*Hinduism,bouddhisme*|*hindouisme
Persian*|*Russian Empire,persan*|*Empire russe
Ottoman Empire*|*AD,Empire ottoman*|*Andorre
British Empire*|*Mongol Empire,Empire britannique*|*Empire mongol
Mary Tudor*|*Marie Antoinette,Marie Ire d'Angleterre*|*Marie-Antoinette
World War II*|*American Civil War,Seconde Guerre mondiale*|*guerre de Sécession
Victoria*|*Elizabeth II,Victoria*|*Élisabeth II
Civil War*|*Battle of Dranesville*|*Battle of Gettysburg,guerre de Sécession*|*bataille de Dranesville*|*bataille de Gettysburg
World War II*|*Battle of the Atlantic*|*Battle of Kursk,Seconde Guerre mondiale*|*bataille de l'Atlantique*|*bataille de Koursk
English*|*Queen Victoria*|*Elizabeth I,Anglais*|*Victoria*|*Élisabeth Ire
Persian Gulf War*|*Civil War,guerre du Golfe*|*guerre de Sécession
First Dynasty of Egypt*|*Narmer*|*Horus Bird,Ire dynastie égyptienne*|*Narmer*|*Horus Oiseau
United States*|*Russia,États-Unis*|*Empire russe
British*|*Victoria*|*George III*|*U.K.,britannique*|*Victoria*|*George III*|*Royaume-Uni
San Marino*|*Kingdom of England,Saint-Marin*|*royaume d'Angleterre
British*|*George III*|*Elizabeth II,britannique*|*George III*|*Élisabeth II
U.S.*|*Japan*|*Germany,États-Unis*|*Honshū*|*Allemagne
Italy*|*Japan,Italie*|*Honshū
France*|*Britain*|*North America,Cinquième République*|*Royaume-Uni*|*Amérique du Nord
American Revolution*|*American Civil War,révolution américaine*|*guerre de Sécession
Chinese*|*Song,chinois*|*dynastie Song
Roman Empire*|*France*|*England,Empire byzantin*|*Cinquième République*|*royaume d'Angleterre
India*|*United Kingdom*|*France,Inde*|*Royaume-Uni*|*Cinquième République
American Revolution*|*French Revolution,révolution américaine*|*Révolution française
American Revolution*|*American Civil War,révolution américaine*|*guerre de Sécession
Korean War*|*Spanish American War,guerre de Corée*|*guerre hispano-américaine
World War I*|*War of 1812,Première Guerre mondiale*|*guerre anglo-américaine de 1812
Second Seminole War*|*World War II,seconde guerre séminole*|*Seconde Guerre mondiale
Iraq War*|*Korean War,guerre du Golfe*|*guerre de Corée
Caligula*|*Nero,Caligula*|*Néron
Chinese*|*Song Dynasty,chinois*|*dynastie Song
Mexico*|*Ecuador,Mexico*|*Équateur
Napoleon Bonaparte*|*Elizabeth II,Napoléon Ier*|*Élisabeth II
US*|*Germany,États-Unis*|*Allemagne
Cleopatra,Cléopâtre
Genghis Khan*|*Kublai Khan,Gengis Khan*|*Kubilai Khan
Hawaii*|*Alaska,royaume d'Hawaï*|*Alaska
Japan*|*Hirohito*|*Akihito,Honshū*|*Hirohito*|*Akihito
American*|*Vietnam War*|*Iraq,Américains*|*guerre du Viêt Nam*|*Irak
World War II*|*World War I,Seconde Guerre mondiale*|*Première Guerre mondiale
Alexander the Great,Alexandre le Grand
Alexander the Great*|*Philip II*|*Macedon,Alexandre le Grand*|*Philippe II*|*Macédoine
Alexander the Great*|*Philip II*|*Macedon,Alexandre le Grand*|*Philippe II*|*Macédoine
Alexander the Great,Alexandre le Grand
American Revolutionary War*|*American Civil War,guerre d'indépendance des États-Unis*|*guerre de Sécession
Jamaica*|*Edward Seaga*|*Donald Sangster,Jamaïque*|*Edward Seaga*|*Donald Sangster
Battle of Bunker Hill*|*Battle of Long Island,bataille de Bunker Hill*|*bataille de Long Island
Civil War*|*Revolutionary War,guerre de Sécession*|*guerre d'indépendance des États-Unis
Russia*|*Ivan IV,Empire russe*|*Ivan IV
American*|*Civil War*|*World War I,Américains*|*guerre de Sécession*|*Première Guerre mondiale
World War II*|*Germany*|*Soviet Union,Seconde Guerre mondiale*|*Allemagne*|*Union soviétique
San Marino*|*Luxembourg,Saint-Marin*|*Luxembourg
Cold War*|*United States*|*Soviet Union,guerre froide*|*États-Unis*|*Union soviétique
World War II*|*China*|*Germany,Seconde Guerre mondiale*|*république populaire de Chine*|*Allemagne
US*|*Korean War*|*Vietnam War,États-Unis*|*guerre de Corée*|*guerre du Viêt Nam
World War II*|*Vietnam War,Seconde Guerre mondiale*|*guerre du Viêt Nam
World War II*|*Allies,Seconde Guerre mondiale*|*Alliés de la Première Guerre mondiale
Abbasid Caliphate*|*Mongol Empire,califat abbasside*|*Empire mongol
Japan*|*Korea,Honshū*|*Corée
United States*|*Bill Clinton*|*Franklin D. Roosevelt,États-Unis*|*Bill Clinton*|*Franklin Delano Roosevelt
World War II*|*Afghanistan*|*United States*|*Taliban,Seconde Guerre mondiale*|*Afghanistan*|*États-Unis*|*taliban
World War I*|*American Civil War,Première Guerre mondiale*|*guerre de Sécession
World War I*|*World War II,Première Guerre mondiale*|*Seconde Guerre mondiale
Vietnam War*|*World War I,guerre du Viêt Nam*|*Première Guerre mondiale
American*|*Vietnam*|*Iraq,Américains*|*Viêt Nam*|*Irak
Christopher Columbus,Christophe Colomb
Egypt,Égypte
,
Allies*|*WW II,Alliés de la Première Guerre mondiale*|*Seconde Guerre mondiale
Julius Caesar,Jules César
Ramesses II,Ramsès II
U.S.,États-Unis
Hundred Years War,guerre de Cent Ans
Desert Storm,opération Tempête du désert
Union*|*Civil War,Union*|*guerre de Sécession
American,Américains
US,États-Unis
American*|*North Carolina,Américains*|*Caroline du Nord
Allies*|*World War I,Alliés de la Première Guerre mondiale*|*Première Guerre mondiale
Alexander the Great,Alexandre le Grand
,
Allies*|*World War II,Alliés de la Première Guerre mondiale*|*Seconde Guerre mondiale
,
Yalta Conference,conférence de Yalta
Apollo*|*Moon,Apollon*|*Lune
Second Continental Congress*|*United States Declaration of Independence,second congrès continental*|*Déclaration d'indépendance des États-Unis
China*|*Han Dynasty,république populaire de Chine*|*dynastie Han
Confederate States of America,États confédérés d'Amérique
Henry IV,Henri IV
George I,Georges Ier de Grèce
,
Great Britain,Royaume-Uni
United States,États-Unis
,
North Korea,Corée du Nord
Warsaw Pact,Pacte de Varsovie
World War I,Première Guerre mondiale
Nefertiti,Néfertiti
Henry VIII,Henri VIII
,
Germany*|*WW II,Allemagne*|*Seconde Guerre mondiale
