id,name,ar,de,es,fr,it,ja,ko,th,tr,zh
Q1076767,Doraemon: Nobita and the Steel Troops,,Doraemon: Nobita and the Platoon of Iron Men,Doraemon Y Los Caballeros Enmascarados,Doraemon: Nobita to tetsujin heidan,Doraemon: Nobita to tetsujin heidan,ドラえもん のび太と鉄人兵団,도라에몽 노비타와 철인병단,โดราเอมอน ตอน สงครามหุ่นเหล็ก,Doraemon: Nobita ve Çelik Birlikler,大雄與鐵人兵團
Q1076906,sunflower seed,حب الشمس,Sonnenblumenkern,semilla de girasol,graine de tournesol,seme di girasole,向日葵の種,해바라기씨,เมล็ดทานตะวัน,Ayçekirdeği,葵花籽
Q1090697,Tom and Jerry: The Movie,توم وجيري: الفيلم,Tom & Jerry – Der Film,Tom y Jerry: la película,"Tom et Jerry, le film",Tom & Jerry - Il film,トムとジェリーの大冒険,톰과 제리 (1992년 영화),ทอมกับเจอร์รี่ ตอน ช่วยเพื่อนหาพ่อ,Tom ve Jerry Filmi,湯姆貓與傑米鼠：街頭歷險記
Q10752167,Cream of Wheat,,,Crema de Trigo,Cream of Wheat,,クリーム・オブ・ホイート,,,Cream of Wheat,麥乳
Q104609892,How to Ruin Christmas: The Wedding,,Wie man Weihnachten verhunzt,Cómo arruinar la Navidad: La boda,Comment gâcher Noël,,クリスマスを台なしにする方法,,,How to Ruin Christmas,失控的圣诞节
Q105062705,Santiago of the Seas,,Santiago auf hoher See,Santiago de los mares,Santiago des mers,Santiago dei Mari,海のサンティアゴ,,,Santiago of the Seas,聖堤亞哥的海上冒險
Q105620963,I am Jalaliddin,منديرمان جلال الدين,Mendirman Jaloliddin,,,,,,,Bozkır Arslanı Celaleddin,我是札兰丁
Q105686533,The Empress,الامبراطورة,Die Kaiserin,La emperatriz,L'Impératrice,L'imperatrice (serie televisiva),,,,The Empress,茜茜皇后
Q106117866,Worn Stories,,Kleider-Geschichten,,Dis-moi ce que tu portes,,,,,Giyilmiş Öyküler,
Q106328132,Ulku Besgul,,,,,Ülkü Beşgül,,,,Ülkü Beşgül,
Q107193898,Code Name: Emperor,,Codewort: Kaiser,Proyecto emperador,,Nome in codice: Imperatore,,,,Kod: İmparator,代號：皇帝
Q107275696,Chip 'n' Dale: Park Life,,Chip und Chap: Das Leben im Park,Chip y Dale: La vida en el parque,Les Aventures au Parc de Tic et Tac,Cip e Ciop: Al parco,チップとデールのパークライフ,,,Chip 'n' Dale: Park Yaşamı,
Q107660171,The Chair,رئيسة القسم,Die Professorin,La directora,Directrice,La direttrice,ザ・チェア 〜私は学科長〜,더 체어,,The Chair,叫她系主任
Q111559,Judah Maccabee,يهوذا المكابي,Judas Makkabäus,Judas Macabeo,Judas Maccabée,Giuda Maccabeo,ユダ・マカバイ,유다 마카베오,ยูดาสมัคคาบี,Yehuda Makkabi,猶大·馬加比
Q112765,Symphony No. 15,,15. Sinfonie,Sinfonía n.º 15,Symphonie nº 15 de Chostakovitch,Sinfonia n. 15,交響曲第15番,교향곡 15번 (쇼스타코비치),,Senfoni No. 15 (Shostakovich),第15號交響曲
Q113581,Conchita Wurst,كونشيتا ورست,Conchita Wurst,Conchita Wurst,Conchita Wurst,Conchita Wurst,コンチータ・ヴルスト,콘치타 부르슈트,คอนชิตา เวิสต์,Tom Neuwirth,孔奇塔·沃斯特
Q1110,United Federation of Planets,,Vereinte Föderation der Planeten,Federación Unida de Planetas,Fédération des planètes unies,Federazione dei Pianeti Uniti,惑星連邦,행성연방,,Birleşik Gezegenler Federasyonu,星際聯邦
Q110701,overhead contact line,أسلاك علوية,Oberleitung,catenaria,caténaire,linea aerea di contatto,架空電車線方式,가공 전차선,ระบบจ่ายไฟฟ้าเหนือหัว,Katener,高架電纜
Q1129420,The Milk of Sorrow,الحليب الحزن,Eine Perle Ewigkeit,La teta asustada,Fausta,Il canto di Paloma,悲しみのミルク,밀크 오브 소로우: 슬픈 모유,,Acının Sütü,懼乳：傷心的奶水
Q1130457,Gerasimov Institute of Cinematography,معهد غيراسيموف للسينما,Gerassimow-Institut für Kinematographie,Universidad Panrusa Guerásimov de Cinematografía,Institut national de la cinématographie,VGIK,全ロシア映画大学,,,Gerasimov Sinematografi Enstitüsü,電影攝影學院
Q1133061,Clone Wars,,Klonkriege,Guerras Clon,Guerre des clones,guerre dei cloni,クローン大戦,클론 전쟁,สงครามโคลน,Klon Savaşları,克隆战争
Q111907987,Fifteenth Doctor,الطبيب الرابع عشر,,Decimoquinto Doctor,Quinzième Docteur,Quindicesimo Dottore,15代目ドクター,15대 닥터,,On Beşinci Doktor,第十五任博士
Q114668232,Man on Pause,,Manno-Pause,Andropausia,,,,,,Andropoz,
Q114900,Lori Graimez,لوري غرايمز,Lori Grimes,Lori Grimes,Lori Grimes,Lori Grimes,,,,Lori Grimes,蘿莉·格萊姆斯
Q1109779,file shortcut,اختصار ملف,Dateiverknüpfung,acceso directo,raccourci,collegamento,ファイルショートカット,바로 가기,,Kısayol,文件快捷方式
Q1113303,The War of the Worlds,,Kampf der Welten,La guerra de los mundos,La Guerre des mondes,La guerra dei mondi,宇宙戦争,우주 전쟁,,Dünyalar Savaşı,地球爭霸戰
Q1115678,The Mourning Forest,,Mogari No Mori,Mogari no mori,La Forêt de Mogari,Mogari No Mori,殯の森,,,Yas Ormanı,殯之森
Q1122361,Choral Fantasy,,"Fantasie für Klavier, Chor und Orchester",Fantasía coral,Fantaisie chorale,Fantasia corale,合唱幻想曲,합창 환상곡(베토벤),,Koral Fantazi,合唱幻想曲
Q1123463,The Man in the Iron Mask,الرجل ذو القناع الحديدي,Der Mann in der eisernen Maske,El hombre de la máscara de hierro,L'Homme au masque de fer,La maschera di ferro,仮面の男,아이언 마스크,,The Man in the Iron Mask,鐵面人
Q1140429,State Historical Museum,متحف الدولة التاريخي,Staatliches Historisches Museum,Museo Estatal de Historia,musée historique d'État,Museo statale di storia,ロシア国立歴史博物館,국립역사박물관,,Devlet Tarih Müzesi,俄羅斯國家歷史博物館
Q1142268,Emperor of Mankind,,Imperator,Emperador de la Humanidad,Empereur de l'Humanité,Imperatore,,인류의 황제,,İnsanoğlunun İmparatoru,
Q1142386,Saint Michael's Golden-Domed Monastery,دير القديس ميخائيل ذو القبة الذهبية,St. Michaelskloster,Monasterio de San Miguel de las Cúpulas Doradas,monastère Saint-Michel-au-Dôme-d'Or,monastero dorato di San Michele,聖ムィハイール黄金ドーム修道院,성 미하일 황금 돔 수도원,อารามโดมทองนักบุญมีคาเอล,Aziz Mihail Altın Kubbeli Manastırı,圣米迦勒金顶修道院
Q1143800,Postman Pat,بات ساعي البريد,Postbote Pat,Pat el cartero,Pierre Martin le facteur,Il postino Pat,ポストマン・パット,포스트맨 팻,,Postacı Pat,郵差叔叔
Q1144655,"Ronja, the Robber's Daughter",,Ronja Räubertochter,"Ronja, la hija del bandolero","Ronya, fille de brigand",Ronja. La figlia del brigante,山賊のむすめローニャ,산적의 딸 로냐,,Haydudun Kızı Ronja,強盜的女兒
Q11190742,brown sugar,سكر بني,Brauner Zucker,azúcar morena,cassonade,zucchero bruno,ブラウン・シュガー,흑설탕,น้ำตาลแดง,Kahverengi şeker,紅糖
Q11458573,Altair: A Record of Battles,بلاد الطير,Shōkoku no Altair,Shōkoku no Altair,Altaïr,Shōkoku no Altair,将国のアルタイル,,,Shōkoku no Altair,將國戡亂記
Q110184114,maize flour,دقيق الذرة,Maismehl,harina de maíz,farine de maïs,farina di mais,とうもろこし粉,옥수수가루,,mısır unu,
Q1101561,Government Seal of Japan,,,Emblema de la flor Paulownia,Sceau du gouvernement du Japon,,桐紋,기리몬,,Japonya Hükümet Mühürü,桐紋
Q1111001,Famous 5: On the Case,,Fünf Freunde für alle Fälle,Los Cinco: Tras la pista,Le Club des cinq : Nouvelles Enquêtes,I Famosi 5 - Casi misteriosi,,,,Famous 5: On the Case,
Q1122636,Doraemon: Nobita's Dorabian Nights,,Doraemon: Nobita in Dorabian Nights,Doraemon y las mil y una aventuras,,Doraemon - The Movie: Le mille e una notte,ドラえもん のび太のドラビアンナイト,도라에몽 노비타의 도라비안 나이트,โดราเอมอน ตอน ตะลุยแดนอาหรับราตรี,Doraemon: Nobita'nın Dorabian Geceleri,大雄的天方夜譚
Q1131283,The Red Sea Sharks,تان تان وأسماك قرش البحر الأحمر,Kohle an Bord,Stock de coque,Coke en stock,Coke in stock,紅海のサメ,노예선,,Ambardaki Kömür,紅海鯊魚
Q1132408,No One Writes to the Colonel,ليس للكولونيل من يكاتبه,"Der Oberst hat niemand, der ihm schreibt",El coronel no tiene quien le escriba,Pas de lettre pour le colonel,Nessuno scrive al colonnello,大佐に手紙は来ない,아무도 대령에게 편지하지 않다,,Albaya Mektup Yazan Kimse Yok,没有人给他写信的上校
Q1137533,Koutoubia Mosque,مسجد الكتبية,Koutoubia-Moschee,Mezquita Kutubía,Mosquée Koutoubia,moschea della Kutubiyya,クトゥビーヤ・モスク,쿠투비아 모스크,มัสยิดอัลกุตุบียะฮ์,Kutubiyye Camii,库图比亚清真寺
Q1137661,Gračanica monastery,دير غراتشانيكا,Kloster Gračanica,Monasterio de Gračanica,monastère de Gračanica,monastero di Gračanica,グラチャニツァ修道院,,,Graçaniçe Manastırı,格拉恰尼剎修道院
Q1139322,Veronika Decides to Die,فيرونيكا تقرر أن تموت,Veronika beschließt zu sterben,Veronika decide morir,Veronika décide de mourir,Veronika decide di morire,ベロニカは死ぬことにした,"베로니카, 죽기로 결심하다",,Veronika Ölmek İstiyor,維羅妮卡決定去死
Q1140582,Seconds From Disaster,لحظات ما قبل الكارثة,Sekunden vor dem Unglück,Segundos catastróficos,La Minute de vérité,Quei secondi fatali,衝撃の瞬間,사상 최악의 참사,,Seconds From Disaster,重返危機現場
Q1140611,Wuthering Heights,مرتفعات ويذرنج,Sturmhöhe,Cumbres borrascosas,Les Hauts de Hurlevent,La voce nella tempesta,嵐が丘,폭풍의 언덕,,Uğultulu Tepeler,呼啸山庄
Q1141741,Gilligan's Island,,Gilligans Insel,La isla de Gilligan,L'Île aux naufragés,L'isola di Gilligan,ギリガン君SOS,,,Gilligan's Island,梦幻岛
Q1141815,The Call of Cthulhu,نداء كثولو,Cthulhus Ruf,La llamada de Cthulhu,L'Appel de Cthulhu,Il richiamo di Cthulhu,クトゥルフの呼び声,크툴후의 부름,เสียงเรียกของคธูลู,Cthulhu'nun Çağrısı,克蘇魯的呼喚
Q1142337,Sopoćani monastery,,Kloster Sopoćani,Monasterio de Sopochani,monastère de Sopoćani,Monastero di Sopoćani,ソポチャニ修道院,소포차니 수도원,,Sopoćani,索潑查尼修道院
Q1143990,The Three Musketeers,الفرسان الثلاثة,D’Artagnan und die drei Musketiere,,Sous le signe des Mousquetaires,D'Artagnan e i moschettieri del re,アニメ三銃士,달타냥의 모험,,Üç Silahşorlar (anime),動畫三銃士　アラミスの冒険
Q1144650,Ilori Church,,Ilori-Kirche,Iglesia de San Jorge,,,,,,İlori Kilisesi,
Q1150714,Sharpe's Revenge,,Der Schatz des Napoleon,,,,,,,Sharpe's Revenge,夏普的復仇
Q1151748,The Man with the Twisted Lip,ذو الشفة الملتوية,Der Mann mit der entstellten Lippe,El hombre del labio torcido,L'Homme à la lèvre tordue,L'uomo dal labbro spaccato,唇のねじれた男,입술 뒤틀린 사나이,ชายปากบิด,The Man with the Twisted Lip,歪嘴的人
Q11084270,Springfield Elementary School,,Grundschule Springfield,Escuela Primaria de Springfield,École élémentaire de Springfield,scuola elementare di Springfield,スプリングフィールド小学校,,,Springfield İlköğretim Okulu,
Q109116558,Scaredy Cats,,Hexen und Katzen,Gatas miedicas,,,,,,Scaredy Cats,
Q110516852,DreamWorks Dragons: The Nine Realms,,Dragons – Die 9 Welten,Dragones: Los nueve reinos,Dragons : Les Neuf Royaumes,,,,,DreamWorks Dragons: The Nine Realms,馴龍記 龍國九秘境
Q111437010,Wild Abandon,عائلة أويصال,Die Uysals,La familia Uysal,,,,,,Uysallar,
Q111532450,Ice Age: Scrat Tales,,Ice Age: Scrats Abenteuer,,,L'era glaciale - I racconti di Scrat,アイス・エイジ スクラットの物語,,,Ice Age: Scrat Tales,冰原歷險記：鼠奎特歷險記
Q111644650,Kısmetse Olur,,,El Poder del Amor,,,,,,Kısmetse Olur,
Q111955724,Karma's World,عالم كارما,Karmas Welt,El mundo de Karma,Le Monde de Karma,Il mondo di Karma,カルマのラップ・ワールド,카르마의 세상,โลกของคาร์ม่า,Karma'nın Dünyası,卡尔玛的世界
Q112176958,As the Crow Flies,الطموح الأعمى,Der Vogel und die Löwin,Kuş Uçuşu,Les Ailes de l'ambition,Ambizione,,,,Kuş Uçuşu,
Q113970130,A Little Daylight,القليل من ضوء النهار,Bir Küçük Gün Isigi,,,,,,,Bir Küçük Gün Işığı,
Q11838,Little Red Riding Hood,ذات الرداء الأحمر,Rotkäppchen,Caperucita Roja,Le Petit Chaperon rouge,Cappuccetto Rosso,赤ずきん,빨간 두건,หนูน้อยหมวกแดง,Kırmızı Başlıklı Kız,小红帽
Q11848,The Wolf and the Seven Young Goats,الذئب والصغار السبعة,Der Wolf und die sieben jungen Geißlein,El lobo y las siete cabritillas,Le Loup et les Sept Chevreaux,Il lupo e i sette caprettini,狼と七匹の子山羊,늑대와 일곱 마리 아기 염소,หมาป่ากับลูกแพะทั้งเจ็ด,Kurt ve Yedi Oğlak,狼和七只小山羊
Q11989,Symphony No. 9,السمفونية التاسعة,9. Sinfonie,Sinfonía n.º 9,Symphonie nº 9 de Beethoven,Sinfonia n. 9,交響曲第9番,교향곡 9번(베토벤),ซิมโฟนีหมายเลข 9,9. Senfoni,第9號交響曲
Q1156634,ice cream cone,كوز مثلجات,Eistüte,cucurucho de helado,cornet à glace,cono gelato,アイスクリーム・コーン,아이스크림 콘,,Dondurma külahı,蛋捲冰淇淋
Q1168531,The Lavender Hill Mob,رحلة السيد هولاند,Das Glück kam über Nacht,Oro en barras,De l'or en barres,L'incredibile avventura di Mr. Holland,ラベンダー・ヒル・モブ,라벤더 힐 몹,,The Lavender Hill Mob,拉凡德山的暴徒
Q1169369,Dark Habits,,Das Kloster zum heiligen Wahnsinn,Entre tinieblas,Dans les ténèbres,L'indiscreto fascino del peccato,バチ当たり修道院の最期,나쁜 버릇,,Entre tinieblas,修女夜難熬
Q1178627,David Gareja monastery complex,,Dawit Garedscha,Monasterio de David Gareja,monastère de David Garedja,Monastero di David Gareia,ダヴィド・ガレジ複合修道院,,,Davit Gareca,戴維·蓋瑞迦修院群
Q1192296,The Ascent of Man,الرجل الصاعد,Der Aufstieg des Menschen,El ascenso del hombre,,,人間の進歩,,,İnsanın Yücelişi,
Q1192537,The Beekeeper,,Der Bienenzüchter,El apicultor,L'Apiculteur,Il volo,蜂の旅人,비키퍼,,Arıcı,養蜂人
Q1194613,The Jolson Story,قصة جولسن,Der Jazzsänger,El hombre inolvidable,Le Roman d'Al Jolson,Al Jolson,ジョルスン物語,졸슨 스토리,,The Jolson Story,一代歌王
Q1195466,The Man on the Roof,,Der Mann auf dem Dach,Un hombre en el tejado,Un flic sur le toit,L'uomo sul tetto,刑事マルティン・ベック,지붕 위의 사나이,,Damdaki Adam,
Q1195989,The Name of the Wind,,Der Name des Windes,El nombre del viento,Le Nom du vent,Il nome del vento,風の名前,바람의 이름,,Rüzgarın Adı,
Q1196790,A Universal History of Infamy,,Universalgeschichte der Niedertracht,Historia universal de la infamia,Histoire universelle de l'infamie,Storia universale dell'infamia,,불한당들의 세계사,,Alçaklığın Evrensel Tarihi,恶棍列传
Q1198726,The Knack ...and How to Get It,,Der gewisse Kniff,El knack... y cómo lograrlo,Le Knack... et comment l'avoir,Non tutti ce l'hanno,ナック (映画),낵 앤 하우 투 겟 잇,,The Knack ...and How to Get It,色情男女
Q1199736,The Trial of the Incredible Hulk,,Der unheimliche Hulk vor Gericht,El juicio del increíble Hulk,Le Procès de l'incroyable Hulk,Processo all'incredibile Hulk,,,,The Trial of the Incredible Hulk,無敵浩克的審判
Q1204167,compressed tea,شاي مضغوط,,Ladrillo de té,brique de thé,,緊圧茶,고형차,ชาอัด,Çay tuğlası,紧压茶
Q1208221,rolled oats,الشوفان المطحون,Haferflocken,Copos de avena,Flocon d'avoine,fiocchi d'avena,ロールド・オーツ,납작귀리,,Tahıl ezmesi,大燕麥片
Q1214882,The Mummy,المومياء,Die Mumie – Das Geheimnis der Mumie,La momia,La Momie,La mummia,ハムナプトラ,,,Mumya: Animasyon Serisi,神鬼傳奇
Q11686229,Anna Chernenko,,,Anna Czernienko,Anna Tchernenko,,,,,Anna Çernenko,
Q11724300,George of Cyprus,,Georg III von Zypern,Jorge III de Chipre,Georges III de Chypre,Georgios III,,,,III. Yeoryos,喬治三世總主教
